"subjID","ingroup_fixed_rand","outgroup_fixed_rand","in_out_rand_logit","in_out_full_logit","in_out_prob","younger","older","ismale","tsnr","fd_mean","RT","in_out_demean","in_out_young","in_out_old","ones"
"sub-137",1.69223524843675,2.37857549574485,-0.683497249271909,-0.686340247308105,-0.162972434137285,0,1,0.574,-0.54577279,0.786471014,-0.791,-0.673514622129959,0,-0.673514622129959,1
"sub-138",0.552310661534902,1.01224104166939,-0.457087382098293,-0.45993038013449,-0.0953620787327152,0,1,0.574,-1.700501417,2.956665728,-0.168,-0.447104754956344,0,-0.447104754956344,1
"sub-140",1.10974618579471,0.530105884470225,0.582483299360682,0.579640301324486,0.123148062155135,0,1,0.574,-0.738385115,0.945144959,-0.417,0.592465926502631,0,0.592465926502631,1
"sub-141",1.25320992296532,1.27582230032711,-0.0197693793255925,-0.0226123773617888,-0.00477182775401819,0,1,-0.426,0.509990371,-0.031470684,-0.91,-0.00978675218364303,0,-0.00978675218364303,1
"sub-142",1.80906463726527,1.54698958883599,0.264918046465481,0.262075048429285,0.0661094593870443,0,1,-0.426,-0.159519738,0.411082901,1.53,0.274900673607431,0,0.274900673607431,1
"sub-143",1.60841796431828,1.81488299605634,-0.203622033701857,-0.206465031738054,-0.0507971258094875,0,1,-0.426,1.600072485,-0.251220667,-1.26,-0.193639406559908,0,-0.193639406559908,1
"sub-144",1.60841796431828,1.81488299605634,-0.203622033701857,-0.206465031738054,-0.0507971258094875,0,1,0.574,-2.070394775,1.857227144,-1.26,-0.193639406559908,0,-0.193639406559908,1
"sub-147",0.891389663833745,1.89548127015934,-1.0012486082894,-1.00409160632559,-0.241732136038932,0,1,-0.426,-1.000297491,0.677173554,0.0118,-0.991265981147449,0,-0.991265981147449,1
"sub-149",2.02490292948118,2.09297646794338,-0.0652305404259996,-0.0680735384621958,-0.0156123731043227,0,1,0.574,-0.939580152,1.676162702,-1.25,-0.05524791328405,0,-0.05524791328405,1
"sub-150",0.960517057611719,1.85154343045942,-0.888183374811507,-0.891026372847703,-0.21563605024011,1,0,-0.426,-0.537555218,-0.21095519,0.64,-0.878200747669557,-0.878200747669557,0,1
"sub-151",2.08442257159326,2.19525930777205,-0.107993738142602,-0.110836736178798,-0.0253769098298465,0,1,-0.426,-1.120709642,1.001343862,-1.25,-0.0980111110006525,0,-0.0980111110006525,1
"sub-152",1.23530178313064,1.31658208881462,-0.0784373076477853,-0.0812803056839815,-0.0189703456365385,0,1,0.574,-1.252682339,1.56148429,-1.26,-0.0684546805058357,0,-0.0684546805058357,1
"sub-153",2.37545789111342,1.68613626761487,0.692164621534744,0.689321623498548,0.165146472472114,1,0,0.574,0.007521336,-0.61313535,-1.24,0.702147248676694,0.702147248676694,0,1
"sub-154",0.601798422822833,2.0178591539665,-1.41321773310747,-1.41606073114366,-0.331225982292707,0,1,-0.426,0.280333975,0.064014578,0.316,-1.40323510596552,0,-1.40323510596552,1
"sub-155",1.63504336304728,1.3850205880579,0.252865773025576,0.25002277498938,0.0628662247894128,1,0,0.574,0.898209256,-1.233512086,0.383,0.262848400167526,0.262848400167526,0,1
"sub-156",1.20047469054034,1.26267806687773,-0.0593603783011992,-0.0622033763373953,-0.0142361692273614,1,0,-0.426,-1.213480721,0.657957535,1.02,-0.0493777511592495,-0.0493777511592495,0,1
"sub-157",1.72831041038465,1.7626756815696,-0.0315222731487558,-0.0343652711849518,-0.00785865873501534,1,0,0.574,-0.808294548,-0.32672095,0.195,-0.0215396460068061,-0.0215396460068061,0,1
"sub-158",1.89196678165835,1.85838175996625,0.036428019728298,0.0335850216921019,0.00898234506974815,1,0,0.574,-0.339626837,-0.648509396,1.02,0.0464106468702476,0.0464106468702476,0,1
"sub-159",0.683843214223573,1.58601691104962,-0.899330698789847,-0.902173696826044,-0.208202663714004,1,0,-0.426,1.218499501,-1.182638625,-0.494,-0.889348071647898,-0.889348071647898,0,1
