participant	age_group	run	onset	duration	partner	missed	response_time_raw	response_selection_time	offer	block
sub-104	younger	02	97.446900	3.515690	outgroup	0	1.026570	0.026570	6	block_outgroup_unfair
sub-104	younger	02	101.720000	3.516630	outgroup	0	1.340860	0.340860	4	block_outgroup_unfair
sub-104	younger	02	105.994000	3.516610	outgroup	0	1.353850	0.353850	9	block_outgroup_unfair
sub-104	younger	02	110.268000	3.515850	outgroup	0	1.333850	0.333850	4	block_outgroup_unfair
sub-104	younger	02	114.541000	3.515950	outgroup	0	1.364380	0.364380	1	block_outgroup_unfair
sub-104	younger	02	118.815000	3.515770	outgroup	0	1.310450	0.310450	3	block_outgroup_unfair
sub-104	younger	02	130.337000	3.516770	outgroup	0	1.363350	0.363350	7	block_outgroup_fair
sub-104	younger	02	134.611000	3.515650	outgroup	0	1.376590	0.376590	7	block_outgroup_fair
sub-104	younger	02	138.885000	3.517750	outgroup	0	1.405670	0.405670	4	block_outgroup_fair
sub-104	younger	02	143.160000	3.516710	outgroup	0	1.501020	0.501020	10	block_outgroup_fair
sub-104	younger	02	147.435000	3.517280	outgroup	0	1.329990	0.329990	5	block_outgroup_fair
sub-104	younger	02	151.710000	3.515940	outgroup	0	1.308840	0.308840	8	block_outgroup_fair
sub-104	younger	02	155.983000	3.517430	outgroup	0	1.472560	0.472560	8	block_outgroup_fair
sub-104	younger	02	160.258000	3.516240	outgroup	0	1.334200	0.334200	9	block_outgroup_fair
sub-104	younger	02	175.783000	3.517300	ingroup	0	1.370360	0.370360	7	block_ingroup_fair
sub-104	younger	02	180.058000	3.516110	ingroup	0	1.434090	0.434090	9	block_ingroup_fair
sub-104	younger	02	184.330000	3.516760	ingroup	0	1.331880	0.331880	10	block_ingroup_fair
sub-104	younger	02	188.605000	3.516110	ingroup	0	1.527970	0.527970	5	block_ingroup_fair
sub-104	younger	02	192.878000	3.516150	ingroup	0	2.691940	1.691940	3	block_ingroup_fair
sub-104	younger	02	197.152000	3.516380	ingroup	0	2.822030	1.822030	7	block_ingroup_fair
sub-104	younger	02	201.426000	3.517870	ingroup	0	1.865380	0.865380	8	block_ingroup_fair
sub-104	younger	02	205.701000	3.517860	ingroup	0	1.309730	0.309730	9	block_ingroup_fair
sub-104	younger	02	219.227000	3.516330	computer	0	1.480220	0.480220	9	block_computer_fair
sub-104	younger	02	223.501000	3.515130	computer	0	1.593330	0.593330	7	block_computer_fair
sub-104	younger	02	227.774000	3.515430	computer	0	2.158080	1.158080	4	block_computer_fair
sub-104	younger	02	232.046000	3.517320	computer	0	1.321550	0.321550	8	block_computer_fair
sub-104	younger	02	236.321000	3.517100	computer	0	1.283560	0.283560	10	block_computer_fair
sub-104	younger	02	240.595000	3.515870	computer	0	1.429950	0.429950	8	block_computer_fair
sub-104	younger	02	244.868000	3.515980	computer	0	1.310350	0.310350	7	block_computer_fair
sub-104	younger	02	249.141000	3.517300	computer	0	1.456600	0.456600	6	block_computer_fair
sub-104	younger	02	264.666000	3.515330	computer	0	1.395180	0.395180	4	block_computer_unfair
sub-104	younger	02	268.939000	3.516190	computer	0	1.309090	0.309090	3	block_computer_unfair
sub-104	younger	02	273.212000	3.516340	computer	0	1.322590	0.322590	6	block_computer_unfair
sub-104	younger	02	277.486000	3.515500	computer	0	1.386720	0.386720	2	block_computer_unfair
sub-104	younger	02	281.759000	3.515270	computer	0	1.400090	0.400090	2	block_computer_unfair
sub-104	younger	02	286.032000	3.516120	computer	0	1.380320	0.380320	8	block_computer_unfair
sub-104	younger	02	290.304000	3.515750	computer	0	1.344770	0.344770	3	block_computer_unfair
sub-104	younger	02	294.578000	3.516160	computer	0	1.408200	0.408200	2	block_computer_unfair
sub-104	younger	02	306.103000	3.515470	ingroup	0	1.326430	0.326430	10	block_ingroup_unfair
sub-104	younger	02	310.377000	3.517010	ingroup	0	1.405030	0.405030	2	block_ingroup_unfair
sub-104	younger	02	314.651000	3.517200	ingroup	0	1.317860	0.317860	2	block_ingroup_unfair
sub-104	younger	02	318.925000	3.515070	ingroup	0	1.298000	0.298000	4	block_ingroup_unfair
sub-104	younger	02	323.197000	3.518170	ingroup	0	1.277120	0.277120	2	block_ingroup_unfair
sub-104	younger	02	327.472000	3.517140	ingroup	0	1.323370	0.323370	6	block_ingroup_unfair
sub-104	younger	02	331.748000	3.515600	ingroup	0	1.735700	0.735700	2	block_ingroup_unfair
sub-104	younger	02	336.021000	3.516400	ingroup	0	1.266410	0.266410	4	block_ingroup_unfair
sub-104	younger	02	349.547000	3.515560	outgroup	0	1.351170	0.351170	2	block_outgroup_unfair
sub-104	younger	02	353.820000	3.515670	outgroup	0	1.398110	0.398110	6	block_outgroup_unfair
sub-104	younger	02	358.093000	3.515830	outgroup	0	1.362530	0.362530	2	block_outgroup_unfair
sub-104	younger	02	362.366000	3.517980	outgroup	0	1.325850	0.325850	2	block_outgroup_unfair
sub-104	younger	02	366.641000	3.515640	outgroup	0	1.320560	0.320560	2	block_outgroup_unfair
sub-104	younger	02	370.913000	3.515940	outgroup	0	1.319110	0.319110	2	block_outgroup_unfair
sub-104	younger	02	375.187000	3.518050	outgroup	0	1.462870	0.462870	4	block_outgroup_unfair
sub-104	younger	02	379.463000	3.515740	outgroup	0	1.309770	0.309770	10	block_outgroup_unfair
sub-105	younger	01	4.016280	3.507630	outgroup	0	2.625830	1.625830	2	block_outgroup_unfair
sub-105	younger	01	8.282260	3.514870	outgroup	0	2.244740	1.244740	2	block_outgroup_unfair
sub-105	younger	01	12.550600	3.524080	outgroup	0	2.497530	1.497530	2	block_outgroup_unfair
sub-105	younger	01	16.832300	3.523360	outgroup	0	1.618420	0.618420	6	block_outgroup_unfair
sub-105	younger	01	21.123300	3.519300	outgroup	0	1.480540	0.480540	9	block_outgroup_unfair
sub-105	younger	01	25.401700	3.522390	outgroup	0	1.555440	0.555440	4	block_outgroup_unfair
sub-105	younger	01	29.687800	3.527840	outgroup	0	1.473260	0.473260	2	block_outgroup_unfair
sub-105	younger	01	33.983500	3.516720	outgroup	0	1.531660	0.531660	2	block_outgroup_unfair
sub-105	younger	01	45.517100	3.526860	outgroup	0	1.790630	0.790630	9	block_outgroup_fair
sub-105	younger	01	49.807100	3.504450	outgroup	0	1.637090	0.637090	7	block_outgroup_fair
sub-105	younger	01	54.080000	3.517700	outgroup	0	1.801310	0.801310	4	block_outgroup_fair
sub-105	younger	01	58.366300	3.516040	outgroup	0	1.519220	0.519220	7	block_outgroup_fair
sub-105	younger	01	62.631200	3.504890	outgroup	0	1.473830	0.473830	8	block_outgroup_fair
sub-105	younger	01	66.893800	3.516170	outgroup	0	1.464620	0.464620	8	block_outgroup_fair
sub-105	younger	01	71.172200	3.512780	outgroup	0	1.472780	0.472780	9	block_outgroup_fair
sub-105	younger	01	75.454000	3.528550	outgroup	0	1.878180	0.878180	5	block_outgroup_fair
sub-105	younger	01	87.000900	3.529870	ingroup	0	1.674900	0.674900	7	block_ingroup_fair
sub-105	younger	01	91.290000	3.518780	ingroup	0	1.521650	0.521650	9	block_ingroup_fair
sub-105	younger	01	95.561500	3.519170	ingroup	0	1.520150	0.520150	2	block_ingroup_fair
sub-105	younger	01	99.843400	3.506180	ingroup	0	1.459530	0.459530	8	block_ingroup_fair
sub-105	younger	01	104.118000	3.525770	ingroup	0	1.505550	0.505550	9	block_ingroup_fair
sub-105	younger	01	108.401000	3.526430	ingroup	0	1.592050	0.592050	9	block_ingroup_fair
sub-105	younger	01	112.685000	3.517010	ingroup	0	1.611240	0.611240	6	block_ingroup_fair
sub-105	younger	01	116.967000	3.517570	ingroup	0	1.749250	0.749250	8	block_ingroup_fair
sub-105	younger	01	130.485000	3.513580	computer	0	1.926520	0.926520	8	block_computer_fair
sub-105	younger	01	134.766000	3.521060	computer	0	1.748510	0.748510	6	block_computer_fair
sub-105	younger	01	139.044000	3.529280	computer	0	1.523380	0.523380	9	block_computer_fair
sub-105	younger	01	143.320000	3.505300	computer	0	1.449870	0.449870	8	block_computer_fair
sub-105	younger	01	147.586000	3.506160	computer	0	1.555000	0.555000	2	block_computer_fair
sub-105	younger	01	151.856000	3.526400	computer	0	1.488910	0.488910	10	block_computer_fair
sub-105	younger	01	156.140000	3.505680	computer	0	1.542410	0.542410	7	block_computer_fair
sub-105	younger	01	160.406000	3.522400	computer	0	1.578750	0.578750	7	block_computer_fair
sub-105	younger	01	173.936000	3.502490	ingroup	0	1.593140	0.593140	10	block_ingroup_fair
sub-105	younger	01	178.211000	3.514250	ingroup	0	2.256380	1.256380	6	block_ingroup_fair
sub-105	younger	01	182.487000	3.510940	ingroup	0	1.466470	0.466470	9	block_ingroup_fair
sub-105	younger	01	186.756000	3.526840	ingroup	0	1.435220	0.435220	3	block_ingroup_fair
sub-105	younger	01	191.047000	3.528550	ingroup	0	1.497310	0.497310	7	block_ingroup_fair
sub-105	younger	01	195.343000	3.528680	ingroup	0	1.588050	0.588050	9	block_ingroup_fair
sub-105	younger	01	199.625000	3.519310	ingroup	0	1.976270	0.976270	8	block_ingroup_fair
sub-105	younger	01	203.908000	3.505620	ingroup	0	1.596020	0.596020	7	block_ingroup_fair
sub-105	younger	01	219.432000	3.515470	computer	0	1.601240	0.601240	2	block_computer_unfair
sub-105	younger	01	223.707000	3.519350	computer	0	2.648810	1.648810	4	block_computer_unfair
sub-105	younger	01	227.996000	3.521150	computer	0	1.446420	0.446420	10	block_computer_unfair
sub-105	younger	01	232.277000	3.503240	computer	0	1.550660	0.550660	1	block_computer_unfair
sub-105	younger	01	236.543000	3.530540	computer	0	1.421040	0.421040	6	block_computer_unfair
sub-105	younger	01	240.842000	3.515840	computer	0	1.459350	0.459350	1	block_computer_unfair
sub-105	younger	01	245.126000	3.539990	computer	1			4	block_computer_unfair
sub-105	younger	01	249.424000	3.515330	computer	0	1.367150	0.367150	1	block_computer_unfair
sub-105	younger	01	264.948000	3.521500	ingroup	0	2.190170	1.190170	2	block_ingroup_unfair
sub-105	younger	01	269.236000	3.526350	ingroup	0	1.656130	0.656130	2	block_ingroup_unfair
sub-105	younger	01	273.531000	3.511680	ingroup	0	1.715190	0.715190	3	block_ingroup_unfair
sub-105	younger	01	277.802000	3.528080	ingroup	0	1.512970	0.512970	6	block_ingroup_unfair
sub-105	younger	01	282.098000	3.505880	ingroup	0	1.520790	0.520790	3	block_ingroup_unfair
sub-105	younger	01	286.363000	3.524510	ingroup	0	1.476390	0.476390	4	block_ingroup_unfair
sub-105	younger	01	290.636000	3.503280	ingroup	0	1.439650	0.439650	10	block_ingroup_unfair
sub-105	younger	01	294.908000	3.516690	ingroup	0	1.488550	0.488550	4	block_ingroup_unfair
sub-105	younger	01	306.438000	3.500820	outgroup	0	2.034290	1.034290	9	block_outgroup_fair
sub-105	younger	01	310.707000	3.521380	outgroup	0	1.584830	0.584830	4	block_outgroup_fair
sub-105	younger	01	314.988000	3.508590	outgroup	0	1.458230	0.458230	10	block_outgroup_fair
sub-105	younger	01	319.265000	3.528770	outgroup	0	2.118200	1.118200	5	block_outgroup_fair
sub-105	younger	01	323.552000	3.526520	outgroup	0	1.450670	0.450670	9	block_outgroup_fair
sub-105	younger	01	327.830000	3.526240	outgroup	0	1.494160	0.494160	10	block_outgroup_fair
sub-105	younger	01	332.114000	3.507340	outgroup	0	1.496190	0.496190	8	block_outgroup_fair
sub-105	younger	01	336.378000	3.526040	outgroup	0	1.434420	0.434420	9	block_outgroup_fair
sub-105	younger	01	349.920000	3.524970	outgroup	0	1.521870	0.521870	1	block_outgroup_unfair
sub-105	younger	01	354.203000	3.523210	outgroup	0	1.775110	0.775110	5	block_outgroup_unfair
sub-105	younger	01	358.495000	3.506150	outgroup	0	1.419590	0.419590	8	block_outgroup_unfair
sub-105	younger	01	362.765000	3.513520	outgroup	0	1.519490	0.519490	2	block_outgroup_unfair
sub-105	younger	01	367.039000	3.521530	outgroup	0	2.801090	1.801090	4	block_outgroup_unfair
sub-105	younger	01	371.318000	3.525840	outgroup	0	2.992590	1.992590	2	block_outgroup_unfair
sub-105	younger	01	375.609000	3.516630	outgroup	0	1.419960	0.419960	1	block_outgroup_unfair
sub-105	younger	01	379.894000	3.506700	outgroup	0	1.371200	0.371200	2	block_outgroup_unfair
sub-105	younger	02	4.003410	3.513650	ingroup	0	1.550480	0.550480	1	block_ingroup_unfair
sub-105	younger	02	8.273740	3.527130	ingroup	0	1.550320	0.550320	4	block_ingroup_unfair
sub-105	younger	02	12.570000	3.526380	ingroup	0	1.457910	0.457910	1	block_ingroup_unfair
sub-105	younger	02	16.858100	3.520770	ingroup	0	1.489770	0.489770	2	block_ingroup_unfair
sub-105	younger	02	21.141700	3.508460	ingroup	0	1.460710	0.460710	5	block_ingroup_unfair
sub-105	younger	02	25.419600	3.530460	ingroup	0	1.818880	0.818880	8	block_ingroup_unfair
sub-105	younger	02	29.707800	3.528750	ingroup	0	1.450500	0.450500	2	block_ingroup_unfair
sub-105	younger	02	33.996800	3.506230	ingroup	0	1.431720	0.431720	2	block_ingroup_unfair
sub-105	younger	02	45.524500	3.504810	computer	0	1.597050	0.597050	10	block_computer_fair
sub-105	younger	02	49.791800	3.530640	computer	0	1.649740	0.649740	9	block_computer_fair
sub-105	younger	02	54.089900	3.530230	computer	0	1.688600	0.688600	6	block_computer_fair
sub-105	younger	02	58.378100	3.508190	computer	0	1.553900	0.553900	9	block_computer_fair
sub-105	younger	02	62.642100	3.515550	computer	0	1.560000	0.560000	1	block_computer_fair
sub-105	younger	02	66.927800	3.528290	computer	0	1.644700	0.644700	8	block_computer_fair
sub-105	younger	02	71.213300	3.514840	computer	0	1.647120	0.647120	9	block_computer_fair
sub-105	younger	02	75.481100	3.528460	computer	0	1.648670	0.648670	7	block_computer_fair
sub-105	younger	02	87.021100	3.517300	ingroup	0	1.551470	0.551470	8	block_ingroup_fair
sub-105	younger	02	91.288800	3.522350	ingroup	0	1.503940	0.503940	7	block_ingroup_fair
sub-105	younger	02	95.580200	3.517500	ingroup	0	1.415700	0.415700	8	block_ingroup_fair
sub-105	younger	02	99.866300	3.524880	ingroup	0	1.550230	0.550230	7	block_ingroup_fair
sub-105	younger	02	104.153000	3.508370	ingroup	0	1.583730	0.583730	9	block_ingroup_fair
sub-105	younger	02	108.428000	3.512190	ingroup	0	1.945860	0.945860	9	block_ingroup_fair
sub-105	younger	02	112.709000	3.520790	ingroup	0	1.734880	0.734880	3	block_ingroup_fair
sub-105	younger	02	116.998000	3.515280	ingroup	0	1.582070	0.582070	6	block_ingroup_fair
sub-105	younger	02	128.527000	3.506980	computer	0	1.946710	0.946710	3	block_computer_unfair
sub-105	younger	02	132.801000	3.530960	computer	0	2.242430	1.242430	4	block_computer_unfair
sub-105	younger	02	137.094000	3.504640	computer	0	1.385440	0.385440	1	block_computer_unfair
sub-105	younger	02	141.366000	3.524030	computer	0	2.101180	1.101180	2	block_computer_unfair
sub-105	younger	02	145.647000	3.528410	computer	0	1.489940	0.489940	4	block_computer_unfair
sub-105	younger	02	149.940000	3.523280	computer	0	1.450590	0.450590	6	block_computer_unfair
sub-105	younger	02	154.224000	3.518690	computer	0	1.486910	0.486910	7	block_computer_unfair
sub-105	younger	02	158.503000	3.513950	computer	0	1.528170	0.528170	2	block_computer_unfair
sub-105	younger	02	174.037000	3.529150	computer	0	1.673500	0.673500	8	block_computer_fair
sub-105	younger	02	178.335000	3.516810	computer	0	1.446480	0.446480	1	block_computer_fair
sub-105	younger	02	182.619000	3.515940	computer	0	1.432300	0.432300	8	block_computer_fair
sub-105	younger	02	186.906000	3.523440	computer	0	1.499580	0.499580	10	block_computer_fair
sub-105	younger	02	191.187000	3.508400	computer	0	1.654670	0.654670	8	block_computer_fair
sub-105	younger	02	195.460000	3.514050	computer	0	1.434800	0.434800	10	block_computer_fair
sub-105	younger	02	199.732000	3.510870	computer	0	1.416960	0.416960	5	block_computer_fair
sub-105	younger	02	204.010000	3.518860	computer	0	1.458900	0.458900	8	block_computer_fair
sub-105	younger	02	219.536000	3.523760	outgroup	0	1.712100	0.712100	9	block_outgroup_fair
sub-105	younger	02	223.832000	3.510740	outgroup	0	1.936340	0.936340	3	block_outgroup_fair
sub-105	younger	02	228.103000	3.529230	outgroup	0	1.468410	0.468410	10	block_outgroup_fair
sub-105	younger	02	232.397000	3.512680	outgroup	0	1.429010	0.429010	7	block_outgroup_fair
sub-105	younger	02	236.666000	3.503880	outgroup	0	1.462860	0.462860	10	block_outgroup_fair
sub-105	younger	02	240.938000	3.513430	outgroup	0	1.443910	0.443910	9	block_outgroup_fair
sub-105	younger	02	245.205000	3.516610	outgroup	0	1.580910	0.580910	5	block_outgroup_fair
sub-105	younger	02	249.491000	3.516460	outgroup	0	1.448260	0.448260	7	block_outgroup_fair
sub-105	younger	02	263.022000	3.524050	computer	0	1.546090	0.546090	3	block_computer_unfair
sub-105	younger	02	267.307000	3.525190	computer	0	2.481690	1.481690	5	block_computer_unfair
sub-105	younger	02	271.601000	3.515150	computer	0	1.391210	0.391210	3	block_computer_unfair
sub-105	younger	02	275.872000	3.511650	computer	0	1.455630	0.455630	1	block_computer_unfair
sub-105	younger	02	280.148000	3.518780	computer	0	1.450010	0.450010	1	block_computer_unfair
sub-105	younger	02	284.434000	3.527690	computer	0	2.300760	1.300760	2	block_computer_unfair
sub-105	younger	02	288.730000	3.520270	computer	0	2.309320	1.309320	3	block_computer_unfair
sub-105	younger	02	293.009000	3.515580	computer	0	1.433470	0.433470	9	block_computer_unfair
sub-105	younger	02	306.541000	3.503280	outgroup	0	1.728390	0.728390	8	block_outgroup_unfair
sub-105	younger	02	310.814000	3.515460	outgroup	0	1.975570	0.975570	4	block_outgroup_unfair
sub-105	younger	02	315.095000	3.522880	outgroup	0	1.414980	0.414980	1	block_outgroup_unfair
sub-105	younger	02	319.381000	3.501830	outgroup	0	2.233360	1.233360	3	block_outgroup_unfair
sub-105	younger	02	323.636000	3.516200	outgroup	0	1.597770	0.597770	1	block_outgroup_unfair
sub-105	younger	02	327.917000	3.522680	outgroup	0	2.187860	1.187860	4	block_outgroup_unfair
sub-105	younger	02	332.199000	3.522440	outgroup	0	1.960180	0.960180	4	block_outgroup_unfair
sub-105	younger	02	336.489000	3.515480	outgroup	0	1.489380	0.489380	5	block_outgroup_unfair
sub-105	younger	02	352.026000	3.502240	ingroup	0	2.114840	1.114840	4	block_ingroup_unfair
sub-105	younger	02	356.292000	3.509730	ingroup	0	1.568490	0.568490	2	block_ingroup_unfair
sub-105	younger	02	360.560000	3.518220	ingroup	0	1.505100	0.505100	3	block_ingroup_unfair
sub-105	younger	02	364.836000	3.518450	ingroup	0	1.914860	0.914860	1	block_ingroup_unfair
sub-105	younger	02	369.114000	3.515410	ingroup	0	1.473470	0.473470	7	block_ingroup_unfair
sub-105	younger	02	373.382000	3.519820	ingroup	0	1.458720	0.458720	3	block_ingroup_unfair
sub-105	younger	02	377.670000	3.518290	ingroup	0	1.391840	0.391840	4	block_ingroup_unfair
sub-105	younger	02	381.947000	3.528690	ingroup	0	1.451750	0.451750	6	block_ingroup_unfair
sub-106	younger	01	3.998220	3.519120	outgroup	0	2.067450	1.067450	3	block_outgroup_unfair
