"subjID","computer_alpha","computer_epsilon","human_alpha","human_epsilon","outgroup_alpha","outgroup_epsilon","ingroup_alpha","ingroup_epsilon"
"sub-120",0.956770257722913,0.000214280095284902,0.983454667404619,5.21506751274825e-05,0.965343614660054,0.000212331730065685,0.964230487388104,0.000240065829312519
"sub-121",0.85755376771536,0.000224410569775291,0.508413704098168,5.80236661149036e-05,0.568495548915814,0.000210422342732497,0.477887114631811,0.000248299448926709
"sub-122",0.0513092625940474,0.000219800852708396,0.0617746303318468,5.83447198463927e-05,0.169321602610418,0.000213060352169059,0.0442627160049126,0.000250118477070377
"sub-124",0.0728000642451662,0.000214804304901839,0.0972845854918402,5.73212273085044e-05,0.0947137894229882,0.000209474121422665,0.119547725555002,0.000248244814038567
"sub-125",0.872589942649756,0.000215310096042642,0.939051768016216,5.61843109724569e-05,0.911134765056933,0.000213793281831465,0.893666192221723,0.000251146778477873
"sub-127",0.981306551536285,0.000208489923111066,0.990077140850159,5.23648420900635e-05,0.977533873896422,0.000202012291836723,0.974347031728437,0.000234429467985076
"sub-128",0.946032800211064,0.000212445159206487,0.954911071657949,5.52768875412835e-05,0.928991385611241,0.000209214084406967,0.909990769859229,0.000245426055300091
"sub-129",0.898191367081172,0.000220005699366116,0.908942333844405,5.50176870876273e-05,0.920031463162796,0.000206955082261012,0.85829993656711,0.000253416797314915
"sub-131",0.053603345742098,0.000218175318614205,0.112207458326057,5.81899845588096e-05,0.1853164817224,0.00021707194199938,0.133330741801148,0.000250583675375171
"sub-134",0.0970249691009685,0.000217799922192619,0.0803163968218806,5.69899673468766e-05,0.099645078724526,0.000211036049334257,0.0880015051425078,0.000248813843170465
"sub-135",0.958542750737732,0.000212185390527087,0.961268727586361,5.59317297179895e-05,0.919597176424908,0.000209861891310892,0.92062150525753,0.000241955236965796
"sub-136",0.345270776117896,0.000221085265866616,0.325439382325103,6.11782747580447e-05,0.19734857924034,0.000212843668067786,0.469370005496586,0.000252862235879003
"sub-137",0.979770665146623,0.000209597741805789,0.98606630469488,5.35570155452414e-05,0.974585991231451,0.000203764349727659,0.956372167180539,0.000245842572780292
"sub-138",0.416182332102604,0.000214984170966437,0.286257208840995,5.79591355208409e-05,0.31021912598428,0.000213922097035524,0.29273244780955,0.000252261824802036
"sub-140",0.222911853176014,0.000217349796863386,0.279677790889333,5.63607552451495e-05,0.284239628525133,0.000210602852626557,0.300421470158865,0.000253388339965577
"sub-143",0.145997678338606,0.000216056498600264,0.149062870398452,5.69526539989096e-05,0.234333924435287,0.000211269976206185,0.0964660715985232,0.000248533544742691
"sub-144",0.148307179036828,0.000218701347342282,0.150911055188262,5.85752848586418e-05,0.233359705021717,0.000209691543096108,0.0947402799047708,0.000249473672786937
"sub-145",0.978095461768561,0.000211803644839609,0.989413900644389,5.11288829629364e-05,0.976764172431903,0.000202200138625985,0.973701668295643,0.000240758469093605
"sub-147",0.236978541969618,0.000215685599472437,0.286626941833986,5.80729764372567e-05,0.239932340673196,0.000210225591748159,0.333198539314749,0.000247997862635158
"sub-150",0.318281326483469,0.000219653881691428,0.340179830949646,6.13756239292718e-05,0.466641345055368,0.000216401056465865,0.214034829420002,0.000253957046307179
"sub-151",0.958616525295774,0.000212467183589526,0.983601253324837,5.45210675619301e-05,0.954120469032639,0.000205518420922784,0.969736517566179,0.000241395519348125
"sub-153",0.816752944703017,0.000220786482761637,0.51152315319251,5.37781761399403e-05,0.558080806685553,0.000208184438146658,0.485198991150897,0.000249410000301376
"sub-154",0.97621998649764,0.000207560096595838,0.981512790051611,5.40017321589703e-05,0.970283565749995,0.000199575109314454,0.932529492882993,0.0002479172135465
"sub-157",0.29237873640116,0.000218257660875576,0.410395605446667,5.68959101097666e-05,0.388246213094409,0.000213200160084692,0.445598331843152,0.000249188805179268
"sub-158",0.972535655540304,0.000211719243490949,0.988666823455372,5.22786362081029e-05,0.975183217085622,0.000201460856781494,0.972824753942026,0.000238943328593283
"sub-159",0.979488716597306,0.000210851645226939,0.986185131159965,5.38588222267489e-05,0.975088636432092,0.000205076907053847,0.956307051159489,0.000241658640915826
