"subjID","human_fixed_rand","computer_fixed_rand","soc_nonsoc_indiv_logit","younger","older","ismale","tsnr","fd_mean","RT","soc_nonsoc_demean","soc_nonsoc_young","soc_nonsoc_old","ones"
"sub-149",2.56016889045306,1.37797699755434,1.18219189289873,0,1,0.574,-0.939580152,1.676162702,-1.25,0.778773169148214,0,0.778773169148214,1
"sub-150",1.27739365218778,1.47340450150287,-0.196010849315089,1,0,-0.426,-0.537555218,-0.21095519,0.64,-0.5994295730656,-0.5994295730656,0,1
"sub-151",2.35154650435907,1.93900647099178,0.412540033367289,0,1,-0.426,-1.120709642,1.001343862,-1.25,0.00912130961677732,0,0.00912130961677732,1
"sub-152",1.27713254894473,0.683914218845775,0.593218330098956,0,1,0.574,-1.252682339,1.56148429,-1.26,0.189799606348445,0,0.189799606348445,1
"sub-153",2.11157540327831,1.86802653032026,0.24354887295805,1,0,0.574,0.007521336,-0.61313535,-1.24,-0.159869850792461,-0.159869850792461,0,1
"sub-154",1.03239761390048,1.46134379634654,-0.428946182446062,0,1,-0.426,0.280333975,0.064014578,0.316,-0.832364906196573,0,-0.832364906196573,1
"sub-155",1.85834463580359,2.00120984300685,-0.142865207203257,1,0,0.574,0.898209256,-1.233512086,0.383,-0.546283930953769,-0.546283930953769,0,1
"sub-156",1.23318154198989,0.665616851565883,0.567564690424006,1,0,-0.426,-1.213480721,0.657957535,1.02,0.164145966673495,0.164145966673495,0,1
"sub-157",1.79012644407136,1.08329809393905,0.70682835013231,1,0,0.574,-0.808294548,-0.32672095,0.195,0.303409626381799,0.303409626381799,0,1
"sub-158",2.03515777569567,1.18550478227683,0.849652993418844,1,0,0.574,-0.339626837,-0.648509396,1.02,0.446234269668332,0.446234269668332,0,1
"sub-159",0.909325902856914,1.58516603199515,-0.675840129138233,1,0,-0.426,1.218499501,-1.182638625,-0.494,-1.07925885288874,-1.07925885288874,0,1
